ID,applyposition,Base,Annual,signing,expected,skillset,location
101,"APPLY NOW   Policy Data Scientist at Uber in San Francisco, CA","Base Salary$138K","Annual Bonus$16K","Signing Bonus$0","EXPECTED   $252K","You can learn valuable new skills like: Python, Data Science, and SQL.","Jobs in San Francisco, CA"
102,"APPLY NOW   Data Scientist at Pinterest in San Francisco, CA","Base Salary$134K","Annual Bonus$0","Signing Bonus$28K","EXPECTED   $215K","You can learn valuable new skills like: Hadoop, Python, User Experience, Data Science, and SQL.","Jobs in San Francisco, CA"
103,"APPLY NOW   Principal Software Architect - Data Science & ML at GE in San Ramon, CA","Base Salary$174K","Annual Bonus$21K","Signing Bonus$12K","EXPECTED   $195K","You can learn valuable new skills like: Optimization, Algorithms, Machine Learning, Matlab, Scala, Apache Spark and more.","Jobs in San Ramon, CA"
104,"APPLY NOW   Principal Software Architect - Data Science & ML at GE in San Ramon, CA","Base Salary$174K","Annual Bonus$21K","Signing Bonus$12K","EXPECTED   $195K","You can learn valuable new skills like: Optimization, Algorithms, Machine Learning, Matlab, Scala, Apache Spark and more.","Jobs in San Ramon, CA"
105,"APPLY NOW   Data Scientist, Global Patents at Google in San Francisco, CA","Base Salary$120K","Annual Bonus$22K","Signing Bonus$24K","EXPECTED   $183K","You can learn valuable new skills like: Algorithms, Machine Learning, C++, ETL, Python, Deep Learning and more.","Jobs in San Francisco, CA"
106,"APPLY NOW   Sr. Data Scientist at Amazon in Seattle, WA","Base Salary$137K","Annual Bonus$0","Signing Bonus$39K","EXPECTED   $159K","You can learn valuable new skills like: Product Management, Data Mining, Optimization, Machine Learning, Python, Data Science and more.","Jobs in Seattle, WA"
107,"APPLY NOW   Principal Data Scientist at Verizon in Palo Alto, CA","Base Salary$168K","Annual Bonus$0","Signing Bonus$28K","EXPECTED   $168K","You can learn valuable new skills like: Hadoop, Optimization, Big Data, Machine Learning, C++, Scala and more.","Jobs in Palo Alto, CA"
108,"APPLY NOW   Sr Data Scientist at Tmobile in Bellevue, WA","Base Salary$128K","Annual Bonus$20K","Signing Bonus$18K","EXPECTED   $171K","You can learn valuable new skills like: Data Mining, Optimization, Big Data, Algorithms, Machine Learning, C++ and more.","Jobs in Bellevue, WA"
109,"APPLY NOW   Software Development Mgr - Advertising Analytics and Data Science at Amazon in Seattle, WA","Base Salary$114K","Annual Bonus$0","Signing Bonus$40K","EXPECTED   $136K","You can learn valuable new skills like: Hadoop, Big Data, Machine Learning, C++, Python, Data Science and more.","Jobs in Seattle, WA"
110,"APPLY NOW   Senior Manager, Data Science at Autodesk in San Francisco, CA","Base Salary$136K","Annual Bonus$0","Signing Bonus$16K","EXPECTED   $136K","You can learn valuable new skills like: Product Management, Hadoop, Technical Leadership, Optimization, Big Data, Machine Learning and more.","Jobs in San Francisco, CA"
111,"APPLY NOW   Director of Data Science at FireEye in San Francisco, CA","Base Salary$183K","Annual Bonus$31K","Signing Bonus$17K","EXPECTED   $255K","You can learn valuable new skills like: Hadoop, Technical Leadership, Big Data, Machine Learning, C++, Python and more.","Jobs in San Francisco, CA"
112,"APPLY NOW   Data Scientist, State Street Global Exchange, Vice President at State Street Corporation in New York, NY","Base Salary$195K","Annual Bonus$41K","Signing Bonus$15K","EXPECTED   $236K","You can learn valuable new skills like: Distributed Systems, Hadoop, Big Data, Algorithms, MapReduce, Machine Learning and more.","Jobs in New York, NY"
113,"APPLY NOW   Lead Data Scientist at Activision in Santa Monica, CA","Base Salary$134K","Annual Bonus$16K","Signing Bonus$16K","EXPECTED   $202K","You can learn valuable new skills like: Game Development, Big Data, Algorithms, Computer Vision, Python, Data Science and more.","Jobs in Santa Monica, CA"
114,"APPLY NOW   Data Scientist at Google in Mountain View, CA","Base Salary$120K","Annual Bonus$22K","Signing Bonus$24K","EXPECTED   $183K","You can learn valuable new skills like: Data Mining, Machine Learning, Python, Data Science, SQL, Analytics and more.","Jobs in Mountain View, CA"
115,"APPLY NOW   Data Scientist at Groupon in Palo Alto, CA","Base Salary$133K","Annual Bonus$18K","Signing Bonus$25K","EXPECTED   $180K","You can learn valuable new skills like: Big Data, Algorithms, Machine Learning, C++, Python, Data Science and more.","Jobs in Palo Alto, CA"
116,"APPLY NOW   Senior Software Engineer, Data Science at Marin Software in San Francisco, CA","Base Salary$133K","Annual Bonus$0","Signing Bonus$22K","EXPECTED   $171K","You can learn valuable new skills like: Distributed Systems, Hadoop, Optimization, Big Data, Algorithms, Machine Learning and more.","Jobs in San Francisco, CA"
117,"APPLY NOW   Data Scientist - HIT at Amazon in Seattle, WA","Base Salary$124K","Annual Bonus$0","Signing Bonus$38K","EXPECTED   $146K","You can learn valuable new skills like: Data Mining, Big Data, Machine Learning, Python, Ruby, Data Science and more.","Jobs in Seattle, WA"
118,"APPLY NOW   Principal Data Scientist at Lending Club in San Francisco, CA","Base Salary$159K","Annual Bonus$0","Signing Bonus$19K","EXPECTED   $159K","You can learn valuable new skills like: Big Data, Machine Learning, Data Science, and Statistics.","Jobs in San Francisco, CA"
119,"APPLY NOW   Senior Data Scientist at Square in San Francisco, CA","Base Salary$146K","Annual Bonus$0","Signing Bonus$24K","EXPECTED   $146K","You can learn valuable new skills like: Machine Learning, Ruby, Data Science, Analytics, Statistics, and OS X.","Jobs in San Francisco, CA"
120,"APPLY NOW   Senior Data Scientist at Square in San Francisco, CA","Base Salary$146K","Annual Bonus$0","Signing Bonus$24K","EXPECTED   $146K","You can learn valuable new skills like: Machine Learning, Ruby, Data Science, Analytics, Statistics, and OS X.","Jobs in San Francisco, CA"
121,"APPLY NOW   Corporate - Firmwide Forecasting & Analysis - Data Scientist/Engineer, Vice President at JPMorgan Chase in New York, NY","Base Salary$196K","Annual Bonus$34K","Signing Bonus$25K","EXPECTED   $229K","You can learn valuable new skills like: Hadoop, Big Data, Machine Learning, Data Science, Databases, and HTTP.","Jobs in New York, NY"
122,"APPLY NOW   Data Science Engineer at Salesforce in San Francisco, CA","Base Salary$132K","Annual Bonus$18K","Signing Bonus$35K","EXPECTED   $191K","You can learn valuable new skills like: Distributed Systems, Data Mining, Algorithms, Machine Learning, Data Science, and Databases.","Jobs in San Francisco, CA"
123,"APPLY NOW   Sr Spatial Data Scientist - Apple... at Apple in Cupertino, CA","Base Salary$148K","Annual Bonus$23K","Signing Bonus$30K","EXPECTED   $186K","You can learn valuable new skills like: Machine Learning, User Experience, Data Science, Analytics, Search, and Scripting.","Jobs in Cupertino, CA"
124,"APPLY NOW   Data Scientist, Search Efficiency at Amazon in Palo Alto, CA","Base Salary$125K","Annual Bonus$24K","Signing Bonus$38K","EXPECTED   $173K","You can learn valuable new skills like: Distributed Systems, Hadoop, Data Mining, Information Retrieval, Algorithms, Machine Learning and more.","Jobs in Palo Alto, CA"
125,"APPLY NOW   Principal Data Scientist at Nordstrom in Seattle, WA","Base Salary$149K","Annual Bonus$24K","Signing Bonus$17K","EXPECTED   $194K","You can learn valuable new skills like: Hadoop, Optimization, Algorithms, Machine Learning, AWS, Python and more.","Jobs in Seattle, WA"
126,"APPLY NOW   Principal Data Scientist at Nordstrom in Seattle, WA","Base Salary$149K","Annual Bonus$24K","Signing Bonus$17K","EXPECTED   $194K","You can learn valuable new skills like: Hadoop, Optimization, Algorithms, Machine Learning, AWS, Python and more.","Jobs in Seattle, WA"
127,"APPLY NOW   Data Scientist II at Expedia in Bellevue, WA","Base Salary$125K","Annual Bonus$15K","Signing Bonus$20K","EXPECTED   $181K","You can learn valuable new skills like: Data Mining, Optimization, Algorithms, Machine Learning, Python, Apache Spark and more.","Jobs in Bellevue, WA"
128,"APPLY NOW   Sr Data Scientist at Tmobile in Bellevue, WA","Base Salary$128K","Annual Bonus$20K","Signing Bonus$18K","EXPECTED   $171K","You can learn valuable new skills like: Hadoop, Data Mining, Machine Learning, Python, Data Science, SQL and more.","Jobs in Bellevue, WA"
129,"APPLY NOW   Data Scientist at Amazon in Seattle, WA","Base Salary$124K","Annual Bonus$0","Signing Bonus$38K","EXPECTED   $146K","You can learn valuable new skills like: Big Data, Machine Learning, Data Science, and Analytics.","Jobs in Seattle, WA"
130,"APPLY NOW   Senior Data Scientist at Adobe in San Jose, CA","Base Salary$144K","Annual Bonus$18K","Signing Bonus$15K","EXPECTED   $163K","You can learn valuable new skills like: Product Management, Hadoop, Data Mining, Optimization, Big Data, Algorithms and more.","Jobs in San Jose, CA"
131,"APPLY NOW   Legal- Firmwide Initiatives Team OLO Data Scientist- VP at JPMorgan Chase in New York, NY","Base Salary$195K","Annual Bonus$46K","Signing Bonus$17K","EXPECTED   $240K","You can learn valuable new skills like: Information Retrieval, Algorithms, Machine Learning, Management, Data Science, Cassandra and more.","Jobs in New York, NY"
132,"APPLY NOW   Sr. Data Scientist at Amazon in Seattle, WA","Base Salary$138K","Annual Bonus$24K","Signing Bonus$39K","EXPECTED   $186K","You can learn valuable new skills like: Data Mining, Machine Learning, Management, Relational Databases, Python, Matlab and more.","Jobs in Seattle, WA"
133,"APPLY NOW   Lead Data Scientist at Activision in Boulder, CO","Base Salary$129K","Annual Bonus$14K","Signing Bonus$14K","EXPECTED   $191K","You can learn valuable new skills like: Game Development, Big Data, Computer Vision, C++, Python, Data Science and more.","Jobs in Boulder, CO"
134,"APPLY NOW   Senior Software Engineer, Data Services at Quantcast in San Francisco, CA","Base Salary$127K","Annual Bonus$18K","Signing Bonus$27K","EXPECTED   $167K","You can learn valuable new skills like: Big Data, MapReduce, Machine Learning, AWS, ETL, Python and more.","Jobs in San Francisco, CA"
135,"APPLY NOW   ITSM Data Scientist at Servicenow - The Enterprise It Cloud Company in Santa Clara, CA","Base Salary$128K","Annual Bonus$20K","Signing Bonus$16K","EXPECTED   $174K","You can learn valuable new skills like: Product Management, Hadoop, Big Data, Machine Learning, Management, Python and more.","Jobs in Santa Clara, CA"
136,"APPLY NOW   Data Science Engineer at Castlight Health in San Francisco, CA","Base Salary$116K","Annual Bonus$15K","Signing Bonus$33K","EXPECTED   $157K","You can learn valuable new skills like: Scalability, Algorithms, Machine Learning, Management, Python, Data Science and more.","Jobs in San Francisco, CA"
137,"APPLY NOW   Data Science Engineer at Castlight Health in San Francisco, CA","Base Salary$116K","Annual Bonus$15K","Signing Bonus$33K","EXPECTED   $157K","You can learn valuable new skills like: Scalability, Algorithms, Machine Learning, Management, Python, Data Science and more.","Jobs in San Francisco, CA"
138,"APPLY NOW   Senior Data Scientist at Intuit in Mountain View, CA","Base Salary$131K","Annual Bonus$21K","Signing Bonus$16K","EXPECTED   $170K","You can learn valuable new skills like: Product Management, Hadoop, Data Mining, Big Data, Algorithms, Machine Learning and more.","Jobs in Mountain View, CA"
139,"APPLY NOW   Senior Software Engineer - Data Collection and Processing at Akamai Technologies in Cambridge, MA","Base Salary$118K","Annual Bonus$15K","Signing Bonus$15K","EXPECTED   $161K","You can learn valuable new skills like: Distributed Systems, Big Data, C++, Python, SQL, Analytics and more.","Jobs in Cambridge, MA"
140,"APPLY NOW   Data Scientist at Smule in San Francisco, CA","Base Salary$114K","Annual Bonus$0","Signing Bonus$12K","EXPECTED   $139K","You can learn valuable new skills like: Hadoop, Big Data, Machine Learning, Python, Scala, Apache Spark and more.","Jobs in San Francisco, CA"
141,"APPLY NOW   Chief Data Scientist, Brilliant Manufacturing Job at GE in Seattle, WA","Base Salary$199K","Annual Bonus$25K","Signing Bonus$13K","EXPECTED   $224K","You can learn valuable new skills like: Product Management, Big Data, Machine Learning, Management, Data Science, Analytics and more.","Jobs in Seattle, WA"
142,"APPLY NOW   Lead Data Scientist at Yodle in New York, NY","Base Salary$142K","Annual Bonus$14K","Signing Bonus$12K","EXPECTED   $221K","You can learn valuable new skills like: C++, Python, Data Science, SQL, C, Java and more.","Jobs in New York, NY"
143,"APPLY NOW   Lead Data Scientist at Yodle in New York, NY","Base Salary$142K","Annual Bonus$14K","Signing Bonus$12K","EXPECTED   $221K","You can learn valuable new skills like: C++, Python, Data Science, SQL, C, Java and more.","Jobs in New York, NY"
144,"APPLY NOW   Senior Data Scientist at Akamai Technologies in Santa Clara, CA","Base Salary$127K","Annual Bonus$19K","Signing Bonus$18K","EXPECTED   $176K","You can learn valuable new skills like: Hadoop, Big Data, Algorithms, Machine Learning, Management, Python and more.","Jobs in Santa Clara, CA"
145,"APPLY NOW   Senior Data Scientist at Zillow in Seattle, WA","Base Salary$139K","Annual Bonus$0","Signing Bonus$19K","EXPECTED   $172K","You can learn valuable new skills like: Big Data, Machine Learning, C++, Python, Data Science, SQL and more.","Jobs in Seattle, WA"
146,"APPLY NOW   Data Scientist at Credit Karma in San Francisco, CA","Base Salary$129K","Annual Bonus$19K","Signing Bonus$16K","EXPECTED   $172K","You can learn valuable new skills like: Product Management, Hadoop, Big Data, Machine Learning, C++, Python and more.","Jobs in San Francisco, CA"
147,"APPLY NOW   Senior Data Scientist at TripAdvisor in Needham, MA","Base Salary$129K","Annual Bonus$17K","Signing Bonus$15K","EXPECTED   $173K","You can learn valuable new skills like: Optimization, Big Data, Algorithms, Machine Learning, Python, Deep Learning and more.","Jobs in Needham, MA"
148,"APPLY NOW   Senior Data Scientist Job at SAP in San Francisco, CA","Base Salary$129K","Annual Bonus$21K","Signing Bonus$17K","EXPECTED   $168K","You can learn valuable new skills like: Hadoop, Algorithms, Machine Learning, C++, Python, Deep Learning and more.","Jobs in San Francisco, CA"
149,"APPLY NOW   Senior Data Scientist at SAP in San Francisco, CA","Base Salary$129K","Annual Bonus$21K","Signing Bonus$17K","EXPECTED   $168K","You can learn valuable new skills like: Hadoop, Algorithms, Machine Learning, C++, Python, Deep Learning and more.","Jobs in San Francisco, CA"
150,"APPLY NOW   Principal Data Scientist - 39251BR at Aetna in Wellesley, MA","Base Salary$138K","Annual Bonus$19K","Signing Bonus$14K","EXPECTED   $157K","You can learn valuable new skills like: Hadoop, Big Data, Algorithms, Machine Learning, Management, Data Science and more.","Jobs in Wellesley, MA"
151,"APPLY NOW   Legal- Firmwide Initiatives Team OLO Data Scientist- VP at JPMorgan Chase in New York, NY","Base Salary$195K","Annual Bonus$46K","Signing Bonus$17K","EXPECTED   $240K","You can learn valuable new skills like: Data Mining, Algorithms, Machine Learning, Matlab, Architecture, Data Science and more.","Jobs in New York, NY"
152,"APPLY NOW   Data Scientist (All Levels) at Lyft in San Francisco, CA","Base Salary$144K","Annual Bonus$0","Signing Bonus$28K","EXPECTED   $205K","You can learn valuable new skills like: Optimization, Algorithms, Machine Learning, Python, Matlab, Data Science and more.","Jobs in San Francisco, CA"
153,"APPLY NOW   Data Scientist (All Levels) (Seattle) at Lyft in Seattle, WA","Base Salary$144K","Annual Bonus$0","Signing Bonus$28K","EXPECTED   $205K","You can learn valuable new skills like: Optimization, Algorithms, Machine Learning, Python, Matlab, Data Science and more.","Jobs in Seattle, WA"
154,"APPLY NOW   Sr. Data Software Engineer at Castlight Health in San Jose, CA","Base Salary$130K","Annual Bonus$17K","Signing Bonus$16K","EXPECTED   $186K","You can learn valuable new skills like: Distributed Systems, Hadoop, Big Data, Algorithms, REST, AWS and more.","Jobs in San Jose, CA"
155,"APPLY NOW   Senior Data Scientist, Search and Local at Trulia in San Francisco, CA","Base Salary$141K","Annual Bonus$0","Signing Bonus$20K","EXPECTED   $179K","You can learn valuable new skills like: Hadoop, Data Mining, Information Retrieval, Big Data, Algorithms, MapReduce and more.","Jobs in San Francisco, CA"
156,"APPLY NOW   Senior Data Scientist at Quantifind in Menlo Park, CA","Base Salary$121K","Annual Bonus$19K","Signing Bonus$13K","EXPECTED   $171K","You can learn valuable new skills like: Algorithms, Machine Learning, Python, Data Science, Java, Statistics and more.","Jobs in Menlo Park, CA"
157,"APPLY NOW   Data Scientist at Akamai Technologies in Cambridge, MA","Base Salary$107K","Annual Bonus$15K","Signing Bonus$14K","EXPECTED   $146K","You can learn valuable new skills like: Distributed Systems, Hadoop, Data Mining, Big Data, Machine Learning, Management and more.","Jobs in Cambridge, MA"
158,"APPLY NOW   Data Scientist, Cash at Square in San Francisco, CA","Base Salary$132K","Annual Bonus$0","Signing Bonus$24K","EXPECTED   $132K","You can learn valuable new skills like: Machine Learning, Ruby, Data Science, Analytics, Statistics, and OS X.","Jobs in San Francisco, CA"
159,"APPLY NOW   Data Scientist at Square in San Francisco, CA","Base Salary$132K","Annual Bonus$0","Signing Bonus$24K","EXPECTED   $132K","You can learn valuable new skills like: Machine Learning, Ruby, Data Science, Analytics, Statistics, and OS X.","Jobs in San Francisco, CA"
160,"APPLY NOW   Data Scientist, Cash at Square in San Francisco, CA","Base Salary$132K","Annual Bonus$0","Signing Bonus$24K","EXPECTED   $132K","You can learn valuable new skills like: Machine Learning, Ruby, Data Science, Analytics, Statistics, and OS X.","Jobs in San Francisco, CA"
161,"APPLY NOW   Director, Data Scientist at Fitbit in San Francisco, CA","Base Salary$182K","Annual Bonus$28K","Signing Bonus$17K","EXPECTED   $248K","You can learn valuable new skills like: Data Mining, Algorithms, Machine Learning, Python, Data Science, SQL and more.","Jobs in San Francisco, CA"
162,"APPLY NOW   Principal Data Scientist at Walmart in San Bruno, CA","Base Salary$149K","Annual Bonus$25K","Signing Bonus$16K","EXPECTED   $203K","You can learn valuable new skills like: Hadoop, Data Mining, Optimization, Big Data, Algorithms, Machine Learning and more.","Jobs in San Bruno, CA"
163,"APPLY NOW   Product Manager - Audience Science at eBay in Brisbane, CA","Base Salary$138K","Annual Bonus$21K","Signing Bonus$25K","EXPECTED   $191K","You can learn valuable new skills like: Product Management, Data Mining, Python, Data Science, SQL, MySQL and more.","Jobs in Brisbane, CA"
164,"APPLY NOW   Principal Data Scientist - Adaptive Intelligent Applications at Oracle in Redwood Shores, CA","Base Salary$154K","Annual Bonus$24K","Signing Bonus$15K","EXPECTED   $196K","You can learn valuable new skills like: Data Mining, Big Data, Algorithms, Machine Learning, Data Science, SQL and more.","Jobs in Redwood Shores, CA"
165,"APPLY NOW   Principal Data Scientist - Adaptive Intelligent Applications at Oracle in Redwood Shores, CA","Base Salary$154K","Annual Bonus$24K","Signing Bonus$15K","EXPECTED   $196K","You can learn valuable new skills like: Data Mining, Big Data, Algorithms, Machine Learning, Data Science, SQL and more.","Jobs in Redwood Shores, CA"
166,"APPLY NOW   Data Scientist - Business Operations at Groupon in Palo Alto, CA","Base Salary$132K","Annual Bonus$19K","Signing Bonus$25K","EXPECTED   $172K","You can learn valuable new skills like: Hadoop, Data Mining, Optimization, Big Data, Algorithms, Machine Learning and more.","Jobs in Palo Alto, CA"
167,"APPLY NOW   Senior Data Scientist - SAP... at SAP in Palo Alto","Base Salary$129K","Annual Bonus$21K","Signing Bonus$17K","EXPECTED   $168K","You can learn valuable new skills like: Algorithms, Machine Learning, C++, Python, Deep Learning, Architecture and more.","Jobs in Palo Alto"
168,"APPLY NOW   Data Scientist at WalmartLabs in San Bruno, CA","Base Salary$125K","Annual Bonus$26K","Signing Bonus$19K","EXPECTED   $165K","You can learn valuable new skills like: Hadoop, Data Mining, Optimization, Big Data, Algorithms, Machine Learning and more.","Jobs in San Bruno, CA"
169,"APPLY NOW   Data Scientist at WalmartLabs in San Bruno, CA","Base Salary$125K","Annual Bonus$26K","Signing Bonus$19K","EXPECTED   $165K","You can learn valuable new skills like: Hadoop, Data Mining, Optimization, Big Data, Algorithms, Machine Learning and more.","Jobs in San Bruno, CA"
170,"APPLY NOW   Senior Software Engineer - Data at ShareThis in Palo Alto, CA","Base Salary$136K","Annual Bonus$0","Signing Bonus$18K","EXPECTED   $136K","You can learn valuable new skills like: Hadoop, Functional Programming, Cassandra, Java, and Leadership.","Jobs in Palo Alto, CA"
171,"APPLY NOW   CIB-Rapid Prototyping Data Scientist","Base Salary$187K","Annual Bonus$46K","Signing Bonus$17K","EXPECTED   $233K","You can learn valuable new skills like: Data Mining, Information Retrieval, Big Data, Architectures, Machine Learning, Time Series Analysis and more.","Jobs in New York, NY"
172,"APPLY NOW   Infrastructure Data Scientist & Strategy Analyst at Facebook in Menlo Park, CA","Base Salary$120K","Annual Bonus$20K","Signing Bonus$40K","EXPECTED   $193K","You can learn valuable new skills like: Python, Data Science, SQL, Analytics, and Strategy.","Jobs in Menlo Park, CA"
173,"APPLY NOW   Sr. Data Scientist at Amazon in Seattle, WA","Base Salary$138K","Annual Bonus$24K","Signing Bonus$39K","EXPECTED   $186K","You can learn valuable new skills like: Product Management, Data Mining, Machine Learning, Relational Databases, Python, Matlab and more.","Jobs in Seattle, WA"
174,"APPLY NOW   Data Scientist at Amazon in Seattle, WA","Base Salary$125K","Annual Bonus$24K","Signing Bonus$38K","EXPECTED   $173K","You can learn valuable new skills like: Hadoop, Data Mining, Algorithms, MapReduce, Machine Learning, AWS and more.","Jobs in Seattle, WA"
175,"APPLY NOW   Data Scientist at Amazon in Seattle, WA","Base Salary$125K","Annual Bonus$24K","Signing Bonus$38K","EXPECTED   $173K","You can learn valuable new skills like: Hadoop, Data Mining, Big Data, Machine Learning, Relational Databases, Python and more.","Jobs in Seattle, WA"
176,"APPLY NOW   Senior Data Science Engineer at Lattice Engines in San Mateo, CA","Base Salary$132K","Annual Bonus$0","Signing Bonus$32K","EXPECTED   $175K","You can learn valuable new skills like: Scalability, Hadoop, Data Mining, Algorithms, Machine Learning, C++ and more.","Jobs in San Mateo, CA"
177,"APPLY NOW   Data Analyst at Microsoft in Bellevue, WA","Base Salary$122K","Annual Bonus$36K","Signing Bonus$18K","EXPECTED   $182K","You can learn valuable new skills like: Android, Big Data, C++, Windows, Python, Data Science and more.","Jobs in Bellevue, WA"
178,"APPLY NOW   Data Analyst at Microsoft in San Francisco, CA","Base Salary$122K","Annual Bonus$36K","Signing Bonus$18K","EXPECTED   $182K","You can learn valuable new skills like: Android, Big Data, C++, Windows, Python, Data Science and more.","Jobs in San Francisco, CA"
179,"APPLY NOW   Senior Manager, Data Science at GE in San Ramon, CA","Base Salary$155K","Annual Bonus$18K","Signing Bonus$12K","EXPECTED   $172K","You can learn valuable new skills like: Hadoop, Technical Leadership, Big Data, Algorithms, Architectures, Machine Learning and more.","Jobs in San Ramon, CA"
180,"APPLY NOW   Sr Data Scientist at Tesla Motors in Fremont, CA","Base Salary$139K","Annual Bonus$16K","Signing Bonus$24K","EXPECTED   $154K","You can learn valuable new skills like: Hadoop, Software Design, Big Data, Algorithms, Machine Learning, Management and more.","Jobs in Fremont, CA"
181,"APPLY NOW   Director, Data Science at FireEye in San Francisco, CA","Base Salary$183K","Annual Bonus$31K","Signing Bonus$17K","EXPECTED   $255K","You can learn valuable new skills like: Technical Leadership, Firewalls, Big Data, Machine Learning, C++, Python and more.","Jobs in San Francisco, CA"
182,"APPLY NOW   Data Scientist, Assistant Vice President at State Street Corporation in Boston, MA","Base Salary$167K","Annual Bonus$38K","Signing Bonus$18K","EXPECTED   $205K","You can learn valuable new skills like: Big Data, Management, Matlab, Scala, Architecture, Data Science and more.","Jobs in Boston, MA"
183,"APPLY NOW   Principal Data Scientist at ASML in San Jose, CA","Base Salary$149K","Annual Bonus$21K","Signing Bonus$15K","EXPECTED   $191K","You can learn valuable new skills like: Scalability, Hadoop, Data Mining, Optimization, Big Data, Algorithms and more.","Jobs in San Jose, CA"
184,"APPLY NOW   Data Scientist at Yelp in San Francisco, CA","Base Salary$132K","Annual Bonus$0","Signing Bonus$18K","EXPECTED   $173K","You can learn valuable new skills like: Hadoop, MapReduce, Python, Data Science, SQL, Statistics and more.","Jobs in San Francisco, CA"
185,"APPLY NOW   Senior Manager, Data Science at GE in San Ramon, CA","Base Salary$155K","Annual Bonus$18K","Signing Bonus$12K","EXPECTED   $172K","You can learn valuable new skills like: Hadoop, Technical Leadership, Big Data, Algorithms, Architectures, Machine Learning and more.","Jobs in San Ramon, CA"
186,"APPLY NOW   Senior Manager, Data Science at GE in San Ramon, CA","Base Salary$155K","Annual Bonus$18K","Signing Bonus$12K","EXPECTED   $172K","You can learn valuable new skills like: Hadoop, Technical Leadership, Big Data, Algorithms, Architectures, Machine Learning and more.","Jobs in San Ramon, CA"
187,"APPLY NOW   Data Scientist at Intuit in Mountain View, CA","Base Salary$119K","Annual Bonus$21K","Signing Bonus$16K","EXPECTED   $158K","You can learn valuable new skills like: Product Management, Data Mining, Optimization, Algorithms, Machine Learning, Management and more.","Jobs in Mountain View, CA"
188,"APPLY NOW   Data Scientist at Intuit in Mountain View, CA","Base Salary$119K","Annual Bonus$21K","Signing Bonus$16K","EXPECTED   $158K","You can learn valuable new skills like: Product Management, Data Mining, Optimization, Algorithms, Machine Learning, Management and more.","Jobs in Mountain View, CA"
189,"APPLY NOW   Data Scientist Job at SAP in Palo Alto, CA","Base Salary$117K","Annual Bonus$21K","Signing Bonus$17K","EXPECTED   $155K","You can learn valuable new skills like: Hadoop, Data Mining, Optimization, Big Data, Algorithms, Machine Learning and more.","Jobs in Palo Alto, CA"
190,"APPLY NOW   Associate Director, Real World Data Science, Product Development Biometrics, Genentech/Roche at Genentech in South San Francisco, CA","Base Salary$106K","Annual Bonus$23K","Signing Bonus$26K","EXPECTED   $129K","You can learn valuable new skills like: Management, Data Science, Strategy, Statistics, and Mathematics.","Jobs in South San Francisco, CA"
191,"APPLY NOW   Director of Data Science at Intuit in Mountain View, CA","Base Salary$171K","Annual Bonus$35K","Signing Bonus$15K","EXPECTED   $231K","You can learn valuable new skills like: Technical Leadership, Data Mining, Big Data, Algorithms, Engineering Management, Machine Learning and more.","Jobs in Mountain View, CA"
192,"APPLY NOW   Data Scientist (DIGITS) at NVIDIA in Santa Clara, CA","Base Salary$116K","Annual Bonus$21K","Signing Bonus$17K","EXPECTED   $171K","You can learn valuable new skills like: Algorithms, Machine Learning, Computer Vision, C++, Python, Matlab and more.","Jobs in Santa Clara, CA"
193,"APPLY NOW   Senior Software Engineer, Data Infrastructure at Rocket Fuel in South Norwalk, CT","Base Salary$130K","Annual Bonus$14K","Signing Bonus$14K","EXPECTED   $174K","You can learn valuable new skills like: Distributed Systems, Hadoop, Optimization, Big Data, Architectures, MapReduce and more.","Jobs in South Norwalk, CT"
194,"APPLY NOW   Firmware Data Scientist at Fitbit in San Francisco, CA","Base Salary$127K","Annual Bonus$19K","Signing Bonus$18K","EXPECTED   $168K","You can learn valuable new skills like: Data Mining, Management, Python, Data Science, SQL, Statistics and more.","Jobs in San Francisco, CA"
195,"APPLY NOW   Principal Data Scientist at GE in San Ramon, CA","Base Salary$153K","Annual Bonus$21K","Signing Bonus$12K","EXPECTED   $174K","You can learn valuable new skills like: Hadoop, Optimization, Algorithms, Machine Learning, Scala, Ruby and more.","Jobs in San Ramon, CA"
196,"APPLY NOW   Principal Data Scientist at GE in San Ramon, CA","Base Salary$153K","Annual Bonus$21K","Signing Bonus$12K","EXPECTED   $174K","You can learn valuable new skills like: Hadoop, Optimization, Algorithms, Machine Learning, Scala, Ruby and more.","Jobs in San Ramon, CA"
197,"APPLY NOW   Principal Data Scientist at GE in San Ramon, CA","Base Salary$153K","Annual Bonus$21K","Signing Bonus$12K","EXPECTED   $174K","You can learn valuable new skills like: Hadoop, Optimization, Algorithms, Machine Learning, Scala, Ruby and more.","Jobs in San Ramon, CA"
198,"APPLY NOW   Sr. Data Scientist at Insidesales.com in San Mateo, CA","Base Salary$140K","Annual Bonus$0","Signing Bonus$18K","EXPECTED   $162K","You can learn valuable new skills like: Hadoop, Technical Leadership, Machine Learning, Python, Data Science, Enterprise Software and more.","Jobs in San Mateo, CA"
199,"APPLY NOW   Senior Data Scientist at Demandbase in San Francisco, CA","Base Salary$133K","Annual Bonus$0","Signing Bonus$15K","EXPECTED   $158K","You can learn valuable new skills like: Hadoop, Big Data, Algorithms, Machine Learning, Deep Learning, Data Science and more.","Jobs in San Francisco, CA"
